locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOFMHOMA_03537	CDS	1713	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
OOFMHOMA_03538	CDS	1803		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OOFMHOMA_03539	CDS	1281	ampG_2		COG0477	Anhydromuropeptide permease
OOFMHOMA_03540	CDS	1305	mbtI	5.4.99.5	COG0147	Salicylate synthase
OOFMHOMA_03541	CDS	1263	intA_2		COG0582	Prophage integrase IntA
OOFMHOMA_03542	tRNA	76				tRNA-Asn(gtt)
OOFMHOMA_03543	CDS	798	mtfA		COG3228	Protein MtfA
OOFMHOMA_03544	tRNA	90				tRNA-Ser(cga)
OOFMHOMA_03545	CDS	651	zinT		COG3443	Metal-binding protein ZinT
OOFMHOMA_03546	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OOFMHOMA_03547	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OOFMHOMA_03548	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
OOFMHOMA_03549	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
OOFMHOMA_03550	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
OOFMHOMA_03551	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
OOFMHOMA_03552	CDS	153	hokE_1			Toxic protein HokE
OOFMHOMA_03553	CDS	735	cysH_1	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
OOFMHOMA_03554	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
OOFMHOMA_03555	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
OOFMHOMA_03556	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
OOFMHOMA_03557	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OOFMHOMA_03558	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
OOFMHOMA_03559	CDS	576	ygcP		COG1954	putative protein YgcP
OOFMHOMA_03560	CDS	861	fixB_3			Protein FixB
OOFMHOMA_03561	CDS	780				hypothetical protein
OOFMHOMA_03562	CDS	1410	ygcS_3			Inner membrane metabolite transport protein YgcS
OOFMHOMA_03563	CDS	1455				hypothetical protein
OOFMHOMA_03564	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
OOFMHOMA_03565	CDS	1278	yqcE			Inner membrane protein YqcE
OOFMHOMA_03566	CDS	1479	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
	repeat_region	822				
OOFMHOMA_03567	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OOFMHOMA_03568	CDS	141	yqcG			putative protein YqcG
OOFMHOMA_03569	CDS	705				hypothetical protein
OOFMHOMA_03570	CDS	1299	eno	4.2.1.11	COG0148	Enolase
OOFMHOMA_03571	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
OOFMHOMA_03572	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
OOFMHOMA_03573	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
OOFMHOMA_03574	CDS	249	mazE		COG2336	Antitoxin MazE
OOFMHOMA_03575	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
OOFMHOMA_03576	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
OOFMHOMA_03577	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
OOFMHOMA_03578	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
OOFMHOMA_03579	CDS	987	gudX_1	4.2.1.-	COG4948	Glucarate dehydratase-related protein
OOFMHOMA_03580	CDS	348	gudX_2	4.2.1.-	COG4948	Glucarate dehydratase-related protein
OOFMHOMA_03581	CDS	1353	gudP			putative glucarate transporter
OOFMHOMA_03582	CDS	450			COG0716	putative protein
OOFMHOMA_03583	CDS	408	truC_1	5.4.99.26	COG0564	tRNA pseudouridine synthase C
OOFMHOMA_03584	CDS	321	truC_2	5.4.99.26	COG0564	tRNA pseudouridine synthase C
OOFMHOMA_03585	CDS	330	yqcC		COG3098	putative protein YqcC
OOFMHOMA_03586	CDS	546	syd			Protein Syd
OOFMHOMA_03587	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
OOFMHOMA_03588	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
OOFMHOMA_03589	CDS	1290	sdaC		COG0814	Serine transporter
OOFMHOMA_03590	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
OOFMHOMA_03591	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
OOFMHOMA_03592	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
OOFMHOMA_03593	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
OOFMHOMA_03594	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
OOFMHOMA_03595	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
OOFMHOMA_03596	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
OOFMHOMA_03597	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
OOFMHOMA_03598	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
OOFMHOMA_03599	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
OOFMHOMA_03600	CDS	396				hypothetical protein
OOFMHOMA_03601	CDS	918	gcvA			Glycine cleavage system transcriptional activator
OOFMHOMA_03602	CDS	228	ygdR_2			putative lipoprotein YgdR
OOFMHOMA_03603	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
OOFMHOMA_03604	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
OOFMHOMA_03605	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OOFMHOMA_03606	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
OOFMHOMA_03607	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
OOFMHOMA_03608	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
OOFMHOMA_03609	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
OOFMHOMA_03610	CDS	354	ychN		COG1553	Protein YchN
OOFMHOMA_03611	CDS	1395				Invasin
OOFMHOMA_03612	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
OOFMHOMA_03613	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
OOFMHOMA_03614	CDS	219				hypothetical protein
OOFMHOMA_03615	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
OOFMHOMA_03616	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
OOFMHOMA_03617	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
OOFMHOMA_03618	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
OOFMHOMA_03619	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
OOFMHOMA_03620	tRNA	85				tRNA-Tyr(gta)
OOFMHOMA_03621	tRNA	85				tRNA-Tyr(gta)
OOFMHOMA_03622	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OOFMHOMA_03623	CDS	459				hypothetical protein
OOFMHOMA_03624	CDS	945			COG1752	putative NTE family protein
OOFMHOMA_03625	CDS	1014	rssB		COG0784	Regulator of RpoS
OOFMHOMA_03626	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OOFMHOMA_03627	CDS	414	hns		COG2916	DNA-binding protein H-NS
OOFMHOMA_03628	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
OOFMHOMA_03629	CDS	510				hypothetical protein
OOFMHOMA_03630	CDS	231				hypothetical protein
OOFMHOMA_03631	CDS	186			COG3385	IS4 family transposase ISCro3
OOFMHOMA_03632	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
OOFMHOMA_03633	CDS	648				hypothetical protein
OOFMHOMA_03634	CDS	156				hypothetical protein
OOFMHOMA_03635	CDS	162				hypothetical protein
OOFMHOMA_03636	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
OOFMHOMA_03637	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
OOFMHOMA_03638	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
OOFMHOMA_03639	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
OOFMHOMA_03640	CDS	1005	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OOFMHOMA_03641	CDS	330				hypothetical protein
OOFMHOMA_03642	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
OOFMHOMA_03643	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
OOFMHOMA_03644	CDS	297	yciI		COG2350	Protein YciI
OOFMHOMA_03645	CDS	735	tonB		COG0810	Protein TonB
OOFMHOMA_03646	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OOFMHOMA_03647	CDS	540	yciB		COG2917	putative intracellular septation protein A
OOFMHOMA_03648	CDS	744				hypothetical protein
OOFMHOMA_03649	CDS	639	ompW		COG3047	Outer membrane protein W
OOFMHOMA_03650	CDS	1131				hypothetical protein
OOFMHOMA_03651	CDS	2472				hypothetical protein
OOFMHOMA_03652	CDS	192				hypothetical protein
OOFMHOMA_03653	CDS	189				hypothetical protein
OOFMHOMA_03654	CDS	195				hypothetical protein
OOFMHOMA_03655	CDS	339				hypothetical protein
OOFMHOMA_03656	CDS	234				hypothetical protein
OOFMHOMA_03657	CDS	420				hypothetical protein
OOFMHOMA_03658	CDS	255				hypothetical protein
OOFMHOMA_03659	CDS	426				hypothetical protein
OOFMHOMA_03660	CDS	963				hypothetical protein
OOFMHOMA_03661	CDS	426				hypothetical protein
OOFMHOMA_03662	CDS	687	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
OOFMHOMA_03663	CDS	213				hypothetical protein
OOFMHOMA_03664	CDS	1047				hypothetical protein
OOFMHOMA_03665	CDS	375	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OOFMHOMA_03666	CDS	822				hypothetical protein
OOFMHOMA_03667	CDS	198				hypothetical protein
OOFMHOMA_03668	CDS	1050				hypothetical protein
OOFMHOMA_03669	tRNA	76				tRNA-Met(cat)
OOFMHOMA_03670	tRNA	77				tRNA-Arg(tcg)
OOFMHOMA_03671	tRNA	77				tRNA-Arg(tct)
OOFMHOMA_03672	CDS	336	iraM			Anti-adapter protein IraM
OOFMHOMA_03673	CDS	435				hypothetical protein
OOFMHOMA_03674	CDS	423				hypothetical protein
OOFMHOMA_03675	CDS	741				hypothetical protein
OOFMHOMA_03676	CDS	396				hypothetical protein
OOFMHOMA_03677	CDS	579				hypothetical protein
OOFMHOMA_03678	CDS	354				hypothetical protein
OOFMHOMA_03679	CDS	396				hypothetical protein
OOFMHOMA_03680	CDS	1026				hypothetical protein
OOFMHOMA_03681	CDS	333				hypothetical protein
OOFMHOMA_03682	CDS	1320				hypothetical protein
OOFMHOMA_03683	CDS	1602				hypothetical protein
OOFMHOMA_03684	CDS	207				hypothetical protein
OOFMHOMA_03685	CDS	219				hypothetical protein
OOFMHOMA_03686	CDS	1662				hypothetical protein
OOFMHOMA_03687	CDS	546	nohA_1		COG4220	Prophage DNA-packing protein NohA
OOFMHOMA_03688	CDS	234				hypothetical protein
OOFMHOMA_03689	CDS	411	ydfO_2		COG5562	putative protein YdfO
OOFMHOMA_03690	CDS	165				hypothetical protein
OOFMHOMA_03691	CDS	522				hypothetical protein
OOFMHOMA_03692	CDS	438				hypothetical protein
OOFMHOMA_03693	CDS	498	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
OOFMHOMA_03694	CDS	216				hypothetical protein
OOFMHOMA_03695	CDS	1083	ompD_1		COG3203	Outer membrane porin protein OmpD
OOFMHOMA_03696	CDS	384				hypothetical protein
OOFMHOMA_03697	CDS	138	ylcG			putative protein YlcG
OOFMHOMA_03698	CDS	228	rusA_4	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OOFMHOMA_03699	CDS	291	ybcO_2	3.1.-.-		Putative nuclease YbcO
OOFMHOMA_03700	CDS	171				hypothetical protein
OOFMHOMA_03701	CDS	456				hypothetical protein
OOFMHOMA_03702	CDS	507				hypothetical protein
OOFMHOMA_03703	CDS	795				hypothetical protein
OOFMHOMA_03704	CDS	222	emrE_1		COG2076	Multidrug transporter EmrE
OOFMHOMA_03705	CDS	303				hypothetical protein
OOFMHOMA_03706	CDS	702				hypothetical protein
OOFMHOMA_03707	CDS	1005				hypothetical protein
OOFMHOMA_03708	CDS	540				hypothetical protein
OOFMHOMA_03709	CDS	231				hypothetical protein
OOFMHOMA_03710	CDS	690			COG2932	putative HTH-type transcriptional regulator
OOFMHOMA_03711	CDS	207				hypothetical protein
OOFMHOMA_03712	CDS	297				hypothetical protein
OOFMHOMA_03713	CDS	786				hypothetical protein
OOFMHOMA_03714	CDS	681				hypothetical protein
OOFMHOMA_03715	CDS	183				hypothetical protein
OOFMHOMA_03716	CDS	192				hypothetical protein
OOFMHOMA_03717	CDS	216				hypothetical protein
OOFMHOMA_03718	CDS	222				hypothetical protein
OOFMHOMA_03719	CDS	150				hypothetical protein
OOFMHOMA_03720	CDS	168				hypothetical protein
OOFMHOMA_03721	CDS	1071	xerC_4			Tyrosine recombinase XerC
OOFMHOMA_03722	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
OOFMHOMA_03723	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
OOFMHOMA_03724	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
OOFMHOMA_03725	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
OOFMHOMA_03726	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
OOFMHOMA_03727	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
OOFMHOMA_03728	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
OOFMHOMA_03729	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OOFMHOMA_03730	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
OOFMHOMA_03731	CDS	774	modA		COG0725	Molybdate-binding protein ModA
OOFMHOMA_03732	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
OOFMHOMA_03733	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
OOFMHOMA_03734	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
OOFMHOMA_03735	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
OOFMHOMA_03736	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
OOFMHOMA_03737	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
OOFMHOMA_03738	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
OOFMHOMA_03739	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OOFMHOMA_03740	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
OOFMHOMA_03741	CDS	381				hypothetical protein
OOFMHOMA_03742	CDS	942	zitB		COG1230	Zinc transporter ZitB
OOFMHOMA_03743	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
OOFMHOMA_03744	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
OOFMHOMA_03745	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
OOFMHOMA_03746	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
OOFMHOMA_03747	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
OOFMHOMA_03748	CDS	468	mntR		COG1321	Transcriptional regulator MntR
OOFMHOMA_03749	CDS	129	mntS			Small protein MntS
OOFMHOMA_03750	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
OOFMHOMA_03751	CDS	516	ompX_1		COG3637	Outer membrane protein X
OOFMHOMA_03752	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
OOFMHOMA_03753	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
OOFMHOMA_03754	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
OOFMHOMA_03755	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
OOFMHOMA_03756	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
OOFMHOMA_03757	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
OOFMHOMA_03758	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
OOFMHOMA_03759	CDS	261	mcbA			putative protein McbA
OOFMHOMA_03760	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
OOFMHOMA_03761	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
OOFMHOMA_03762	CDS	267	ybiI		COG1734	putative protein YbiI
OOFMHOMA_03763	CDS	261	bhsA_3			Multiple stress resistance protein BhsA
OOFMHOMA_03764	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
OOFMHOMA_03765	CDS	963	ybiB		COG0547	putative protein YbiB
OOFMHOMA_03766	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
OOFMHOMA_03767	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
OOFMHOMA_03768	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
OOFMHOMA_03769	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
OOFMHOMA_03770	CDS	996				hypothetical protein
OOFMHOMA_03771	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OOFMHOMA_03772	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
OOFMHOMA_03773	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
OOFMHOMA_03774	CDS	411	ybhQ			Inner membrane protein YbhQ
OOFMHOMA_03775	CDS	762				hypothetical protein
OOFMHOMA_03776	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
OOFMHOMA_03777	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
OOFMHOMA_03778	CDS	714				hypothetical protein
OOFMHOMA_03779	CDS	375				hypothetical protein
OOFMHOMA_03780	CDS	450				hypothetical protein
OOFMHOMA_03781	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
OOFMHOMA_03782	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
OOFMHOMA_03783	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
OOFMHOMA_03784	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OOFMHOMA_03785	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
OOFMHOMA_03786	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
OOFMHOMA_03787	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
OOFMHOMA_03788	CDS	2022	uvrB		COG0556	UvrABC system protein B
OOFMHOMA_03789	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OOFMHOMA_03790	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
OOFMHOMA_03791	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
OOFMHOMA_03792	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
OOFMHOMA_03793	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OOFMHOMA_03794	CDS	477				hypothetical protein
OOFMHOMA_03795	CDS	1332	cdgI_2	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
OOFMHOMA_03796	CDS	93				hypothetical protein
OOFMHOMA_03797	CDS	585	tfaE_3			Prophage tail fiber assembly protein TfaE
OOFMHOMA_03798	CDS	1710				hypothetical protein
OOFMHOMA_03799	CDS	132				hypothetical protein
OOFMHOMA_03800	CDS	153				hypothetical protein
OOFMHOMA_03801	CDS	171				hypothetical protein
OOFMHOMA_03802	CDS	606				hypothetical protein
OOFMHOMA_03803	CDS	384				hypothetical protein
OOFMHOMA_03804	CDS	297				hypothetical protein
OOFMHOMA_03805	CDS	291				hypothetical protein
OOFMHOMA_03806	CDS	168				hypothetical protein
OOFMHOMA_03807	CDS	672				hypothetical protein
OOFMHOMA_03808	CDS	210				hypothetical protein
OOFMHOMA_03809	CDS	630				hypothetical protein
OOFMHOMA_03810	CDS	180				hypothetical protein
OOFMHOMA_03811	CDS	201	torI			Response regulator inhibitor for tor operon
OOFMHOMA_03812	CDS	1248	cscB			Sucrose permease
OOFMHOMA_03813	CDS	915	scrK	2.7.1.4	COG0524	Fructokinase
OOFMHOMA_03814	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
OOFMHOMA_03815	CDS	954	degA		COG1609	HTH-type transcriptional regulator DegA
OOFMHOMA_03816	CDS	219	dsdX		COG2610	D-serine transporter DsdX
OOFMHOMA_03817	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
OOFMHOMA_03818	CDS	1539	emrY			putative multidrug resistance protein EmrY
OOFMHOMA_03819	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
OOFMHOMA_03820	CDS	615	evgA			DNA-binding transcriptional activator EvgA
OOFMHOMA_03821	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
OOFMHOMA_03822	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
OOFMHOMA_03823	CDS	945				hypothetical protein
OOFMHOMA_03824	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OOFMHOMA_03825	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
OOFMHOMA_03826	CDS	633	yfdX			Protein YfdX
OOFMHOMA_03827	CDS	276				hypothetical protein
OOFMHOMA_03828	CDS	243				hypothetical protein
OOFMHOMA_03829	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OOFMHOMA_03830	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OOFMHOMA_03831	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
OOFMHOMA_03832	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
OOFMHOMA_03833	CDS	858	rhaR_3			HTH-type transcriptional activator RhaR
OOFMHOMA_03834	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
OOFMHOMA_03835	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
OOFMHOMA_03836	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
OOFMHOMA_03837	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
OOFMHOMA_03838	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
OOFMHOMA_03839	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
OOFMHOMA_03840	CDS	1257	yfeO			Putative ion-transport protein YfeO
OOFMHOMA_03841	CDS	327				hypothetical protein
OOFMHOMA_03842	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
OOFMHOMA_03843	CDS	1203	nupC		COG1972	Nucleoside permease NupC
OOFMHOMA_03844	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
OOFMHOMA_03845	tRNA	76				tRNA-Ala(ggc)
OOFMHOMA_03846	tRNA	76				tRNA-Ala(ggc)
OOFMHOMA_03847	CDS	360				hypothetical protein
OOFMHOMA_03848	CDS	372				hypothetical protein
OOFMHOMA_03849	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OOFMHOMA_03850	tRNA	76				tRNA-Val(tac)
OOFMHOMA_03851	tRNA	76				tRNA-Val(tac)
OOFMHOMA_03852	CDS	420	higA_2		COG5499	Antitoxin HigA
OOFMHOMA_03853	CDS	774				hypothetical protein
OOFMHOMA_03854	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
OOFMHOMA_03855	CDS	411				hypothetical protein
OOFMHOMA_03856	CDS	768	hycG_2		COG3260	Formate hydrogenlyase subunit 7
OOFMHOMA_03857	CDS	543	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
OOFMHOMA_03858	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
OOFMHOMA_03859	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
OOFMHOMA_03860	CDS	1827	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OOFMHOMA_03861	CDS	612	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
OOFMHOMA_03862	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
OOFMHOMA_03863	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
OOFMHOMA_03864	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
OOFMHOMA_03865	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
OOFMHOMA_03866	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
OOFMHOMA_03867	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
OOFMHOMA_03868	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
OOFMHOMA_03869	CDS	354				hypothetical protein
OOFMHOMA_03870	CDS	180				hypothetical protein
OOFMHOMA_03871	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
OOFMHOMA_03872	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
OOFMHOMA_03873	CDS	768	srlR_5		COG1349	Glucitol operon repressor
OOFMHOMA_03874	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
OOFMHOMA_03875	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
OOFMHOMA_03876	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
OOFMHOMA_03877	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
OOFMHOMA_03878	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
OOFMHOMA_03879	CDS	237	vdcD			Protein VdcD
OOFMHOMA_03880	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
